 -6.30102988464916   -6.30102989362136   -6.30102990491670
 -6.30102991913668   -6.30102993703858   -6.30102995957573
 -6.30102998794833   -6.30103002366730   -6.30103006863483
 -6.30103012524559   -6.30103019651431   -6.30103028623630
 -6.30103039918958   -6.30103054138931   -6.30103072040812
 -6.30103094577940   -6.30103122950493   -6.30103158669406
 -6.30103203636829   -6.30103260247423   -6.30103331515879
 -6.30103421237454   -6.30103534190074   -6.30103676388760
 -6.30103855405921   -6.30104080774575   -6.30104364495951
 -6.30104721678498   -6.30105171342298   -6.30105737431703
 -6.30106450090053   -6.30107347264267   -6.30108476724642
 -6.30109898607167   -6.30111688613427   -6.30113942037913
 -6.30116778836357   -6.30120350003602   -6.30124845598436
 -6.30130504839269   -6.30137628802737   -6.30146596392739
 -6.30157884416419   -6.30172092814252   -6.30189976353034
 -6.30212484414464   -6.30240810911082   -6.30276456849908
 -6.30321308657662   -6.30377736094419   -6.30448714426603
 -6.30537976508706   -6.30650201523458   -6.30791248310626
 -6.30968442383050   -6.31190926709993   -6.31470086834831
 -6.31820060374459   -6.32258338603063   -6.32806462395821
 -6.33490804445976   -6.34343411780566   -6.35402853819535
 -6.36714977684722   -6.38333410787940   -6.40319570371934
 -6.42741847610889   -6.45673552369826   -6.49189181717772
 -6.53358692333061   -6.58239820389180
 -6.20102985613806   -6.20102986743340   -6.20102988165338
 -6.20102989955528   -6.20102992209244   -6.20102995046503
 -6.20102998618401   -6.20103003115154   -6.20103008776230
 -6.20103015903103   -6.20103024875302   -6.20103036170630
 -6.20103050390604   -6.20103068292486   -6.20103090829615
 -6.20103119202169   -6.20103154921083   -6.20103199888509
 -6.20103256499105   -6.20103327767564   -6.20103417489143
 -6.20103530441768   -6.20103672640460   -6.20103851657628
 -6.20104077026292   -6.20104360747681   -6.20104717930243
 -6.20105167594062   -6.20105733683492   -6.20106446341872
 -6.20107343516125   -6.20108472976549   -6.20109894859136
 -6.20111684865473   -6.20113938290055   -6.20116775088622
 -6.20120346256021   -6.20124841851050   -6.20130501092126
 -6.20137625055902   -6.20146592646291   -6.20157880670458
