.50000016770440E-06  .50000016770081E-06  .50000016766491E-06
.50000016730586E-06  .50000016371537E-06  .50000012781055E-06
.88914023391073E-06  .88914023389937E-06  .88914023378583E-06
.88914023265042E-06  .88914022129632E-06  .88914010775527E-06
.15811405000309E-05  .15811404999950E-05  .15811404996360E-05
.15811404960455E-05  .15811404601406E-05  .15811401010921E-05
.28117119022470E-05  .28117119021334E-05  .28117119009980E-05
.28117118896439E-05  .28117117761026E-05  .28117106406902E-05
.50000166770495E-05  .50000166766904E-05  .50000166730999E-05
.50000166371949E-05  .50000162781451E-05  .50000126876491E-05
.88914497733910E-05  .88914497722555E-05  .88914497609013E-05
.88914496473594E-05  .88914485119398E-05  .88914371577563E-05
.15811555001256E-04  .15811554997665E-04  .15811554961760E-04
.15811554602706E-04  .15811551012170E-04  .15811515106875E-04
.28117593370322E-04  .28117593358968E-04  .28117593245424E-04
.28117592109982E-04  .28117580755571E-04  .28117467211854E-04
.50001666808166E-04  .50001666772259E-04  .50001666413193E-04
.50001662822533E-04  .50001626915957E-04  .50001267852425E-04
.88919241371054E-04  .88919241257503E-04  .88919240121992E-04
.88919228766887E-04  .88919115215966E-04  .88917979719285E-04
.15813055128128E-03  .15813055092217E-03  .15813054733113E-03
.15813051142065E-03  .15813015231660E-03  .15812656134658E-03
.28122337509113E-03  .28122337395540E-03  .28122336259811E-03
.28122324902526E-03  .28122211330072E-03  .28121075645158E-03
.50016670898184E-03  .50016670538956E-03  .50016666946680E-03
.50016631023942E-03  .50016271798785E-03  .50012679770090E-03
.88966698627559E-03  .88966697491139E-03  .88966686126944E-03
.88966572485110E-03  .88965436079317E-03  .88954073275228E-03
.15828068144995E-02  .15828067785379E-02  .15828064189217E-02
.15828028227665E-02  .15827668619201E-02  .15824073240183E-02
.28169844997824E-02  .28169843859217E-02  .28169832473146E-02
.28169718612833E-02  .28168580049448E-02  .28157198388990E-02
.50167083872144E-02  .50167080263656E-02  .50167044178805E-02
.50166683332528E-02  .50163075093864E-02  .50127015105109E-02
.89443367141199E-02  .89443355685602E-02  .89443241129759E-02
.89442095583998E-02  .89430641392516E-02  .89316225971049E-02
.15979380589383E-01  .15979376941583E-01  .15979340463654E-01
.15978975691547E-01  .15975328688453E-01  .15938930334406E-01
.28651604918974E-01  .28651593240109E-01  .28651476451869E-01
.28650308610471E-01  .28638634294541E-01  .28522299714209E-01
.51709176677109E-01  .51709138921242E-01  .51708761364945E-01
.51704986038749E-01  .51667256441935E-01  .51292314373122E-01
