:T
:T Lines.dat: Version compatible to FASTWIND data set SiII,III,IV
:T
:T Notes: 
:T      i. Oscillator strengths are gij fj/Sum(gi), check for consistency
:T         required
:T     ii. Last two columns correspond to Number of line and Sum(gi) 
:T     iii. Wavelengths are wavelengths in air
:T     iv. Both damping constants are divided by 4pi 
:T      v. The multiplet is identified by the NIST database number. 
:T     vi. Radiative lifetimes from VALD/NIST databases
:T    vii. Collisional damping from VALD or according to Cowly (1971)
:T
:T 
:T 
:T
:V2    
:T
  34D3D  33DP3P  1   6776.63     .0081   2.79E+8   0.0   0.0   2.08E-6   15.
  34D3D  33DP3P  2   6805.03     .0061   2.79E+8   0.0   0.0   2.08E-6   15.
  34D3D  33DP3P  3   6805.28     .0183   2.79E+8   0.0   0.0   2.08E-6   15.
  34D3D  33DP3P  4   6850.94     .0004   2.79E+8   0.0   0.0   2.08E-6   15.
  34D3D  33DP3P  5   6851.20     .0060   2.79E+8   0.0   0.0   2.08E-6   15.
  34D3D  33DP3P  6   6851.76     .0338   2.79E+8   0.0   0.0   2.08E-6   15.
  34D1D  34SP1P  1   4102.423    .0373   2.64E+8   0.0   0.0   3.04E-6   5.
  34D1D  35F1F   1   4716.654    .6195   2.35E+8   0.0   0.0   2.74E-6   5.
:T F-VALUES FOR NEXT TWO FROM KURUCZ & PEYTREMANN
  34F1F 35G1G    1   3924.468   1.0302   1.63E+8   0.0   0.0   3.23E-6   7.
  34F1F 35D1D    1   4377.623    .0085   1.49E+8   0.0   0.0   2.95E-6   7.
  34F3F 35G3G    1   4813.333    .2431   1.97E+8   0.0   0.0   3.37E-6   21.
  34F3F 35G3G    2   4819.712    .3168   1.97E+8   0.0   0.0   3.37E-6   21.
  34F3F 35G3G    3   4819.814    .0211   1.97E+8   0.0   0.0   3.37E-6   21.
  34F3F 35G3G    4   4828.950    .4119   1.97E+8   0.0   0.0   3.37E-6   21.
  34F3F 35G3G    5   4829.111    .0211   1.97E+8   0.0   0.0   3.37E-6   21.
  34F3F 35G3G    6   4829.214    .0003   1.97E+8   0.0   0.0   3.37E-6   21.
:T F-VALUES FOR NEXT EIGHT FROM MCHF: CALLEGARI & TRIGUEIROS (1998)
  34F3F 35G1G    1   4819.631    .1412   1.97E+8   0.0   0.0   3.37E-6   21.
  34F3F 35G1G    2   4829.030    .0104   1.97E+8   0.0   0.0   3.37E-6   21.
  34F3F 35D3D    1   5694.05     .0001   1.77E+8   0.0   0.0   3.04E-6   21.
  34F3F 35D3D    2   5695.51     .0027   1.77E+8   0.0   0.0   3.04E-6   21.
  34F3F 35D3D    3   5696.49     .0146   1.77E+8   0.0   0.0   3.04E-6   21.
  34F3F 35D3D    4   5703.12     .0027   1.77E+8   0.0   0.0   3.04E-6   21.
  34F3F 35D3D    5   5704.59     .0216   1.77E+8   0.0   0.0   3.04E-6   21.
  34F3F 35D3D    6   5716.29     .0312   1.77E+8   0.0   0.0   3.04E-6   21.
  35P3P 36S3S    1   6831.55     .1361   1.05E+8   0.0   0.0   3.51E-6   9.
  35P3P 36S3S    2   6834.07     .0816   1.05E+8   0.0   0.0   3.51E-6   9.
  35P3P 36S3S    3   6834.44     .0272   1.05E+8   0.0   0.0   3.51E-6   9.
  33DP3P 37S3S   1   3851.751    .0071   2.91E+8   0.0   0.0   6.06E-6   9.
  33DP3P 37S3S   2   3866.417    .0042   2.91E+8   0.0   0.0   6.06E-6   9.
  33DP3P 37S3S   3   3875.646    .0014   2.91E+8   0.0   0.0   6.06E-6   9.
  35F1F 36G1G    1   5898.79     .3258   2.62E+8   0.0   0.0   6.76E-6   7.
  34SP3P 37D3D   1   4557.273    .0946   1.88E+8   0.0   0.0   1.04E-5   9.
  34SP3P 34PP3S  1   4468.447    .0142   2.63E+8   0.0   0.0   1.02E-5   9.
  34SP3P 34PP3S  2   4494.043    .0423   2.63E+8   0.0   0.0   1.02E-5   9.
  34SP3P 34PP3S  3   4553.997    .0699   2.63E+8   0.0   0.0   1.02E-5   9.
  34SP3P 34PP3P  1   4619.646    .0514   2.88E+8   0.0   0.0   9.63E-6   9.
  34SP3P 34PP3P  2   4638.278    .0408   2.88E+8   0.0   0.0   9.63E-6   9.
  34SP3P 34PP3P  3   4665.862    .0304   2.88E+8   0.0   0.0   9.63E-6   9.
  34SP3P 34PP3P  4   4683.022    .1516   2.88E+8   0.0   0.0   9.63E-6   9.
  34SP3P 34PP3P  5   4683.794    .0403   2.88E+8   0.0   0.0   9.63E-6   9.
  34SP3P 34PP3P  6   4730.521    .0500   2.88E+8   0.0   0.0   9.63E-6   9.
  34SP3P 34PP3D  1   5451.455    .1140   2.78E+8   0.0   0.0   7.87E-6   9.
  34SP3P 34PP3D  2   5451.960    .0507   2.78E+8   0.0   0.0   7.87E-6   9.
  34SP3P 34PP3D  3   5473.042    .2122   2.78E+8   0.0   0.0   7.87E-6   9.
  34SP3P 34PP3D  4   5490.111    .0376   2.78E+8   0.0   0.0   7.87E-6   9.
  34SP3P 34PP3D  5   5539.926    .0375   2.78E+8   0.0   0.0   7.87E-6   9.
  34SP3P 34PP3D  6   5579.851    .0025   2.78E+8   0.0   0.0   7.87E-6   9.

 0
 
:T  ---------------------------------------------
:T  DEFINITION OF SILICON IV LINES
:T  ---------------------------------------------
:T  ALL TRANSITION WAVELENGTHS FROM NIST3.1.0,
:T  COLL. BROADENING COEFFICIENTS ACCORDING TO COWLEY (1970)
:T  GF VALUES FROM FUHR & WIESE (1998,NIST3.1.0)
:T  RADIATIVE LIFETIMES FROM OPACITY PROJECT
 CL TY  RBB  2  7 RBB
  44S2S 44P2P   1   4088.862    .7816   3.65E+8   0.0   0.0   0.54E-06   2.
  44S2S 44P2P   2   4116.103    .3881   3.65E+8   0.0   0.0   0.54E-06   2.
  44D2D 45P2P   1   3762.431    .1782   1.06E+8   0.0   0.0   0.14E-05   10.
  44D2D 45P2P   2   3762.448    .0199   1.06E+8   0.0   0.0   0.14E-05   10.
  44D2D 45P2P   3   3773.150    .0995   1.06E+8   0.0   0.0   0.14E-05   10.
  45P2P 46S2S   1   4314.102    .0984   1.74E+8   0.0   0.0   0.25E-05   6.
  45P2P 46S2S   2   4328.177    .1985   1.74E+8   0.0   0.0   0.25E-05   6.
  45P2P 45D2D   1   6667.57     .5103   8.88E+7   0.0   0.0   0.21E-05   6.
  45P2P 45D2D   2   6701.21     .9138   8.88E+7   0.0   0.0   0.21E-05   6.
  45P2P 45D2D   3   6701.25     .1021   8.88E+7   0.0   0.0   0.21E-05   6.
  45D2D 46F2F   1   4212.397    .3483   1.26E+8   0.0   0.0   0.40E-05   10.
  45D2D 46F2F   2   4212.414    .0174   1.26E+8   0.0   0.0   0.40E-05   10.
  45F2F 46D2D   1   4950.111    .0522   1.81E+8   0.0   0.0   0.40E-05   14.
  46D2D 48F2F   1   4403.733    .1671   6.21E+7   0.0   0.0   0.11E-04   10.
:T WAVELENGTHS & GF VALUES FROM KURUCZ & BELL (1995)
:T RADIATIVE LIFETIMES FROM COULOMB APPROXIMATION
  45F2F 46G2G   1   4631.273   1.1759  0.22E+09   0.0   0.0   0.41E-05   14.
  45G2G 46H2H   1   4654.312   1.6882  0.12E+09   0.0   0.0   0.41E-05   18.
  46F2F 48G2G   1   4667.136    .2457  0.12E+09   0.0   0.0   0.12E-04   14.
 0

:T *******************************************************************
:T    P V resonance lines
:T
:T fij from VALD database, GammaL and GammaC approximated (see preformal)
:T
:T *******************************************************************
:T     CL  TY  RBB  2  7  RBB
:T  
:T P5_1  P5_2  1  1117.977  0.489  1.056E8    0.    0.    9.25E-8    2.
:T P5_1  P5_2  2  1128.008  0.239  1.056E8    0.    0.    9.25E-8    2.
:T    0   
THEEND
